LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,CESA,Locale,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Charter Status,Website Url
6223,Wausau,0130,South Mountain Elementary,Public School,Elementary School,KG,05,224700 Bittersweet Rd,Wausau,WI,54401,09,Rural - fringe,Marathon,OPEN,,Supplemental Virtual,,715-261-0235,715-261-3930,FALSE,www.wausauschools.org
4179,Oshkosh Area,0440,South Park Middle,Public School,Middle School,06,08,1551 Delaware St,Oshkosh,WI,54902,06,City - small,Winnebago,OPEN,,Supplemental Virtual,,920-424-0431,920-424-7513,FALSE,www.oshkosh.k12.wi.us
4522,South Shore,0040,South Shore Elementary,Public School,Elementary School,K4,06,9135 School Rd,Port Wing,WI,54865,12,Rural - remote,Bayfield,OPEN,Title I,Supplemental Virtual,,715-774-3500,715-774-3569,FALSE,www.sshore.org
4522,South Shore,0100,South Shore Jr/Sr High,Public School,High School,07,12,9135 School Rd,Port Wing,WI,54865,12,Rural - remote,Bayfield,OPEN,Title I,Supplemental Virtual,,715-774-3500,715-774-3569,FALSE,www.sshore.org
3619,Milwaukee,1086,Southeastern,Public School,Middle School,06,08,4200 N Holton St,Milwaukee,WI,53212,01,City - large,Milwaukee,CLOSED,"Alternative, Partnership",Supplemental Virtual,,414-875-9452,414-875-9004,FALSE,www.milwaukee.k12.wi.us
2849,La Crosse,0110,Southern Bluffs Elementary,Public School,Elementary School,K4,05,4010 Sunnyside Dr,La Crosse,WI,54601,04,City - small,La Crosse,OPEN,,Supplemental Virtual,,608-789-7020,608-789-7176,FALSE,www.lacrosseschools.org
5457,Southern Door County,0020,Southern Door Elementary,Public School,Elementary School,K4,05,2073 County Trunk DK,Brussels,WI,54204,07,Rural - distant,Door,OPEN,Title I,Supplemental Virtual,,920-825-7321,920-825-7692,FALSE,www.southerndoor.k12.wi.us
5457,Southern Door County,0220,Southern Door High,Public School,High School,09,12,2073 County Trunk DK,Brussels,WI,54204,07,Rural - distant,Door,OPEN,,Supplemental Virtual,,920-825-7333,920-825-7081,FALSE,www.southerndoor.k12.wi.us
5457,Southern Door County,0040,Southern Door Middle,Public School,Middle School,06,08,2073 County Trunk DK,Brussels,WI,54204,07,Rural - distant,Door,OPEN,,Supplemental Virtual,,920-825-7321,920-825-7692,FALSE,www.southerndoor.k12.wi.us
2793,Kenosha,0520,Southport Elementary,Public School,Elementary School,K4,05,723 76th St,Kenosha,WI,53143,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-6309,262-359-5952,FALSE,www.kusd.edu
5460,Sparta Area,0120,Southside Early Learning Center,Public School,Elementary School,K4,KG,1023 Walrath St,Sparta,WI,54656,04,Rural - fringe,Monroe,OPEN,Title I,,,608-366-3450,608-366-3446,FALSE,www.spartan.org/schools/southside
3269,Madison Metropolitan,0225,Southside Elementary School,Public School,Elementary School,K4,05,501 E Badger Rd,Madison,WI,53713,02,City - large,Dane,OPEN,Title I,Supplemental Virtual,,608-204-1056,608-204-0364,FALSE,https://allis.madison.k12.wi.us/
1092,Chippewa Falls Area Unified,0160,Southview Elementary,Public School,Elementary School,KG,05,615 A St,Chippewa Falls,WI,54729,10,Suburb - midsize,Chippewa,OPEN,Title I,Supplemental Virtual,,715-726-2411,715-720-2798,FALSE,cfsd.chipfalls.k12.wi.us
2289,Green Bay Area Public,0600,Southwest High,Public School,High School,09,12,1331 Packerland Dr,Green Bay,WI,54304,07,City - midsize,Brown,OPEN,,Supplemental Virtual,,920-492-2650,920-492-5561,FALSE,www.gbaps.org
2485,Southwestern Wisconsin,0040,Southwestern Wisconsin Elementary,Public School,Elementary School,K4,05,1415 Fairplay St,Hazel Green,WI,53811,03,Rural - distant,Grant,OPEN,Title I,,,608-854-2261,608-854-2305,FALSE,www.swsd.k12.wi.us
2485,Southwestern Wisconsin,0060,Southwestern Wisconsin High,Public School,High School,09,12,1105 Maple St,Hazel Green,WI,53811,03,Rural - distant,Grant,OPEN,,,,608-854-2261,608-854-2315,FALSE,www.swsd.k12.wi.us
2485,Southwestern Wisconsin,0200,Southwestern Wisconsin Community Middle,Public School,Middle School,06,08,1105 Maple St,Hazel Green,WI,53811,03,Rural - distant,Grant,OPEN,,Supplemental Virtual,,608-854-2261,608-854-2315,FALSE,swsd.k12.wi.us
1900,Franklin Public,0120,Southwood Glen Elementary,Public School,Elementary School,K4,05,9090 S 35th St,Franklin,WI,53132,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-761-1181,414-761-1755,FALSE,www.franklin.k12.wi.us
5460,Sparta Area,0160,Sparta High,Public School,High School,09,12,506 N Black River St,Sparta,WI,54656,04,Town - distant,Monroe,OPEN,,Supplemental Virtual,,608-366-3504,608-366-3506,FALSE,www.spartan.org/schools/sparta-high-school
5460,Sparta Area,0410,Sparta High Point School,Public School,High School,07,12,506 N Black River Street,Sparta,WI,54656,04,Town - distant,Monroe,CLOSED,,,,608-366-3468,608-366-3473,FALSE,www.spartan.org/schools/high-point-charter-school
5460,Sparta Area,0140,Sparta Meadowview Middle,Public School,Middle School,05,08,1225 N Water St,Sparta,WI,54656,04,Town - distant,Monroe,OPEN,Title I,,,608-366-3497,608-366-3500,FALSE,www.spartan.org/schools/meadowview-middle
5460,Sparta Area,0170,Sparta Montessori School,Public School,Elementary School,K4,06,429 N Black River Street,Sparta,WI,54656,04,Town - distant,Monroe,OPEN,Charter,,,608-366-3468,608-366-3473,TRUE,www.spartan.org/schools/lakeview-montessori
2849,La Crosse,0290,Spence Elementary,Public School,Elementary School,K4,05,2150 Bennett St,La Crosse,WI,54601,04,City - small,La Crosse,OPEN,Title I,Supplemental Virtual,,608-789-7773,608-789-7174,FALSE,www.lacrosseschools.org
5467,Spencer,0020,Spencer Elementary,Public School,Elementary School,K4,05,300 N School St,Spencer,WI,54479,10,Rural - distant,Marathon,OPEN,Title I,Supplemental Virtual,,715-659-4642,715-659-5470,FALSE,www.spencer.k12.wi.us
5467,Spencer,0040,Spencer Junior High/High,Public School,High School,06,12,300 N School St,Spencer,WI,54479,10,Rural - distant,Marathon,OPEN,,Supplemental Virtual,,715-659-4211,715-659-5470,FALSE,www.spencer.k12.wi.us
5474,Spooner Area,0040,Spooner Elementary,Public School,Elementary School,K4,04,1821 Scribner St,Spooner,WI,54801,11,Rural - fringe,Washburn,OPEN,Title I,Supplemental Virtual,,715-635-2174,715-635-7984,FALSE,www.spooner.k12.wi.us
5474,Spooner Area,0080,Spooner High,Public School,High School,09,12,801 County Highway A,Spooner,WI,54801,11,Rural - fringe,Washburn,OPEN,,Supplemental Virtual,,715-635-2172,715-635-7074,FALSE,www.spooner.k12.wi.us
5474,Spooner Area,0100,Spooner Middle,Public School,Middle School,05,08,750 Oak St,Spooner,WI,54801,11,Town - remote,Washburn,OPEN,Title I,Supplemental Virtual,,715-635-2173,715-635-9621,FALSE,www.spooner.k12.wi.us
3269,Madison Metropolitan,0850,Spring Harbor Middle,Public School,Middle School,06,08,1110 Spring Harbor Dr,Madison,WI,53705,02,City - large,Dane,OPEN,Magnet,Supplemental Virtual,,608-204-1100,608-204-0509,FALSE,https://springharbor.madison.k12.wi.us/
6678,Wisconsin Dells,0120,Spring Hill Elementary,Public School,Elementary School,K4,05,300 Vine St,Wisconsin Dells,WI,53965,05,Town - distant,Columbia,OPEN,Title I,Supplemental Virtual,,608-253-2468,608-254-6397,FALSE,www.sdwd.k12.wi.us
3892,Neenah Joint,0220,Spring Road Elementary,Public School,Elementary School,KG,04,1191 County Rd II,Neenah,WI,54956,06,Suburb - midsize,Winnebago,OPEN,Title I,Supplemental Virtual,,920-751-6975,920-751-6911,FALSE,www.neenah.k12.wi.us
5586,Spring Valley,0060,Spring Valley Elementary,Public School,Elementary School,K4,05,S1450 County Road CC,Spring Valley,WI,54767,11,Rural - distant,Pierce,OPEN,Title I,,,715-778-5602,715-778-5615,FALSE,www.springvalley.k12.wi.us
5586,Spring Valley,0080,Spring Valley High,Public School,High School,09,12,S1450 County Road CC,Spring Valley,WI,54767,11,Rural - distant,Pierce,OPEN,,Supplemental Virtual,,715-778-5554,715-778-5556,FALSE,www.springvalley.k12.wi.us
5586,Spring Valley,0070,Spring Valley Middle,Public School,Middle School,06,08,S1450 County Road CC,Spring Valley,WI,54767,11,Rural - distant,Pierce,OPEN,,,,715-778-5554,715-778-5556,FALSE,www.springvalley.k12.wi.us
7000,,7026,DOC: St. Croix Correctional Center,State Institution School,Combined Elementary/Secondary School,07,12,1859 N 4th St,New Richmond,WI,54017,,Town - distant,Saint Croix,OPEN,Alternative,Supplemental Virtual,,715-246-6971,715-246-3680,FALSE,doc.wi.gov/families-visitors/find-facility/st-croix-correctional-center
7000,,7019,DOC: Stanley Correctional Institution,State Institution School,High School,09,12,100 Corrections Dr,Stanley,WI,54768,,Town - distant,Chippewa,OPEN,Alternative,Supplemental Virtual,,715-644-2960,715-644-2966,FALSE,doc.wi.gov/families-visitors/find-facility/stanley-correctional-institution
5593,Stanley-Boyd Area,0120,Stanley Elementary,Public School,Elementary School,KG,05,507 E 1st Ave,Stanley,WI,54768,10,Town - distant,Chippewa,OPEN,Title I,,,715-644-5810,715-644-5584,FALSE,www.stanleyboyd.k12.wi.us
5593,Stanley-Boyd Area,0080,Stanley-Boyd High,Public School,High School,09,12,507 E 1st Ave,Stanley,WI,54768,10,Town - distant,Chippewa,OPEN,,,,715-644-5534,715-644-6701,FALSE,www.stanleyboyd.k12.wi.us
5593,Stanley-Boyd Area,0100,Stanley-Boyd Middle,Public School,Middle School,06,08,507 E 1st Ave,Stanley,WI,54768,10,Town - distant,Chippewa,OPEN,,,,715-644-5715,715-644-5584,FALSE,www.stanleyboyd.k12.wi.us
2885,Lake Geneva J1,0120,Star Center Elementary,Public School,Elementary School,K4,05,W1380 Lake Geneva Hwy,Lake Geneva,WI,53147,02,Rural - fringe,Walworth,OPEN,Title I,Supplemental Virtual,,262-348-7000,262-279-7938,FALSE,lakegenevaschools.com
4620,Racine Unified,0288,Starbuck International School,Public School,Combined Elementary/Secondary School,KG,08,1516 Ohio St,Racine,WI,53405,01,City - small,Racine,OPEN,Title I,Supplemental Virtual,Middle Years Programme,262-664-6500,262-664-6510,FALSE,www.rusd.org
3619,Milwaukee,0312,Starms Discovery,Public School,Elementary School,01,08,2035 N 25th St,Milwaukee,WI,53205,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-934-4900,414-934-4915,FALSE,www.milwaukee.k12.wi.us
3619,Milwaukee,0149,Starms Early Childhood,Public School,Elementary School,K4,KG,2616 W Garfield Ave,Milwaukee,WI,53205,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-934-4700,414-934-4715,FALSE,www.milwaukee.k12.wi.us
2849,La Crosse,0320,State Road Elementary,Public School,Elementary School,K4,05,3900 Pammel Creek Rd,La Crosse,WI,54601,04,City - small,La Crosse,OPEN,,Supplemental Virtual,,608-789-7690,608-789-7084,FALSE,www.lacrosseschools.org
3479,Mequon-Thiensville,0140,Steffen Middle,Public School,Middle School,06,08,6633 W Steffen Dr,Mequon,WI,53092,01,Suburb - large,Ozaukee,OPEN,,Supplemental Virtual,,262-238-4706,262-238-4740,FALSE,www.mtsd.k12.wi.us
8027,Carmen High School of Science and,8136,Stellar Collegiate Charter School,Independent Charter School,Elementary School,K4,05,2431 S 10th St,Milwaukee,WI,53215,01,City - large,Milwaukee,OPEN,"Charter, Title I",,,414-210-2507,414-439-2357,TRUE,https://www.carmenschools.org/stellar-elementary.html
0147,Appleton Area,0150,Stephen Foster Elementary Charter,Public School,Elementary School,K4,05,305 W Foster St,Appleton,WI,54915,06,City - small,Outagamie,OPEN,Charter,Supplemental Virtual,,920-852-5470,920-852-5471,TRUE,www.aasd.k12.wi.us
3269,Madison Metropolitan,0270,Stephens Elementary,Public School,Elementary School,K4,05,120 S Rosa Rd,Madison,WI,53705,02,City - large,Dane,OPEN,,Supplemental Virtual,,608-204-1900,608-204-0516,FALSE,https://stephens.madison.k12.wi.us/
3409,Medford Area Public,0320,Stetsonville Elementary,Public School,Elementary School,K4,04,W5338 County Road A,Stetsonville,WI,54480,10,Rural - distant,Taylor,OPEN,,Supplemental Virtual,,715-678-2600,715-678-2162,FALSE,www.medford.k12.wi.us
6223,Wausau,0320,Stettin Elementary,Public School,Elementary School,KG,05,109 N 56th Ave,Wausau,WI,54401,09,City - small,Marathon,OPEN,,Supplemental Virtual,,715-261-0205,715-261-2801,FALSE,www.wausauschools.org
5607,Stevens Point Area Public,0270,Stevens Point Area Senior High,Public School,High School,10,12,1201 N Point Dr,Stevens Point,WI,54481,05,Town - distant,Portage,OPEN,,Supplemental Virtual,,715-345-5400,715-345-5408,FALSE,www.pointschools.net
1092,Chippewa Falls Area Unified,0200,Stillson Elementary,Public School,Elementary School,KG,05,16556 50th Ave,Chippewa Falls,WI,54729,10,Rural - fringe,Chippewa,OPEN,,Supplemental Virtual,,715-726-2412,715-720-3745,FALSE,cfsd.chipfalls.k12.wi.us
5614,Stockbridge,0020,Stockbridge Elementary,Public School,Elementary School,K4,05,110 School St,Stockbridge,WI,53088,07,Rural - distant,Calumet,OPEN,,,,920-439-1158,920-439-1150,FALSE,www.stockbridge.k12.wi.us
5614,Stockbridge,0040,Stockbridge High,Public School,High School,09,12,110 School St,Stockbridge,WI,53088,07,Rural - distant,Calumet,OPEN,,Supplemental Virtual,,920-439-1158,920-439-1150,FALSE,www.stockbridge.k12.wi.us
5614,Stockbridge,0200,Stockbridge Middle,Public School,Middle School,06,08,110 School St,Stockbridge,WI,53088,07,Rural - distant,Calumet,OPEN,,Supplemental Virtual,,920-439-1158,920-439-1150,FALSE,www.stockbridge.k12.wi.us
2793,Kenosha,0530,Stocker Elementary,Public School,Elementary School,K4,05,6315 67th St,Kenosha,WI,53142,01,Suburb - midsize,Kenosha,CLOSED,,Supplemental Virtual,,262-359-2143,262-359-2012,FALSE,www.kusd.edu
1421,De Soto Area,0100,Stoddard Elementary,Public School,Elementary School,K4,05,300 N Cottage St,Stoddard,WI,54658,04,Rural - fringe,Vernon,OPEN,Title I,Supplemental Virtual,,608-457-2101,608-457-2007,FALSE,www.desoto.k12.wi.us
3542,Stone Bank,0020,Stone Bank Elementary,Public School,Elementary School,K4,08,N68W33866 County Road K,Oconomowoc,WI,53066,01,Rural - fringe,Waukesha,OPEN,,Supplemental Virtual,,262-966-2900,262-966-1828,FALSE,www.stonebank.k12.wi.us
5901,Verona Area,0060,Stoner Prairie Elementary,Public School,Elementary School,KG,05,5830 Devoro Rd,Fitchburg,WI,53711,02,Suburb - large,Dane,OPEN,Title I,,,608-845-4200,844-855-5131,FALSE,https://spes.verona.k12.wi.us/
1890,Fox Point J2,0040,Stormonth Elementary,Public School,Elementary School,K4,04,7301 N Longacre Rd,Milwaukee,WI,53217,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-247-4102,414-247-8970,FALSE,www.foxbay.k12.wi.us
3619,Milwaukee,0343,Story Elementary,Public School,Elementary School,K4,08,3815 W Kilbourn Ave,Milwaukee,WI,53208,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-934-4800,414-934-4815,FALSE,www.milwaukee.k12.wi.us
5621,Stoughton Area,0140,Stoughton High,Public School,High School,09,12,600 Lincoln Ave,Stoughton,WI,53589,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-877-5601,608-877-5619,FALSE,www.stoughton.k12.wi.us
2793,Kenosha,0540,Strange Elementary,Public School,Elementary School,K4,05,5414 49th Ave,Kenosha,WI,53144,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-6024,262-359-6247,FALSE,www.kusd.edu
5628,Stratford,0025,Stratford Elementary,Public School,Elementary School,K4,05,213311 Legion St,Stratford,WI,54484,09,Rural - distant,Marathon,OPEN,Title I,Supplemental Virtual,,715-687-3535,715-687-4881,FALSE,www.stratford.k12.wi.us
5628,Stratford,0040,Stratford High,Public School,High School,09,12,213311 Legion St,Stratford,WI,54484,09,Rural - distant,Marathon,OPEN,,Supplemental Virtual,,715-687-4311,715-687-4652,FALSE,www.stratford.k12.wi.us
5628,Stratford,0230,Stratford Middle,Public School,Middle School,06,08,213311 Legion St,Stratford,WI,54484,09,Rural - distant,Marathon,OPEN,,Supplemental Virtual,,715-687-4311,715-687-4652,FALSE,www.stratford.k12.wi.us
3619,Milwaukee,0344,Stuart Elementary,Public School,Elementary School,K4,05,7001 N 86th St,Milwaukee,WI,53224,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,Primary Years Programme,414-393-3700,414-393-3715,FALSE,www.milwaukee.k12.wi.us
5642,Sturgeon Bay,0010,Sturgeon Bay High,Public School,High School,09,12,1230 Michigan St,Sturgeon Bay,WI,54235,07,Town - distant,Door,OPEN,,Supplemental Virtual,,920-746-2800,920-746-3888,FALSE,www.sturbay.k12.wi.us
2604,Howard-Suamico,0100,Suamico Elementary,Public School,Elementary School,K4,04,2153 School Ln,Green Bay,WI,54313,07,Rural - fringe,Brown,OPEN,,Supplemental Virtual,,920-662-9800,920-662-9888,FALSE,www.hssdschools.org
3955,New London,0120,Sugar Bush Elementary,Public School,Elementary School,K4,04,W10736 County Road WW,New London,WI,54961,06,Rural - distant,Outagamie,OPEN,Title I,Supplemental Virtual,,715-752-4135,715-752-4010,FALSE,www.newlondon.k12.wi.us
5733,Three Lakes,0040,Sugar Camp Elementary,Public School,Elementary School,K4,06,4066 Camp Four Rd,Rhinelander,WI,54501,09,Rural - distant,Oneida,OPEN,Title I,,,715-272-1105,715-272-1299,FALSE,www.threelakessd.k12.wi.us
5901,Verona Area,0080,Sugar Creek Elementary,Public School,Elementary School,KG,05,740 N Main Street,Verona,WI,53593,02,Suburb - large,Dane,OPEN,Title I,,,608-845-4700,833-728-0396,FALSE,https://sces.verona.k12.wi.us/
1945,Northern Ozaukee,0120,Sugar Maple Nature School,Public School,Elementary School,KG,06,4458 County Road Y,Saukville,WI,53080,01,Rural - fringe,Ozaukee,OPEN,Charter,Supplemental Virtual,,262-375-2715,262-988-4324,TRUE,www.theriveredgeschool.org
2289,Green Bay Area Public,0590,Sullivan Elementary,Public School,Elementary School,K4,05,1567 Deckner Ave,Green Bay,WI,54302,07,City - midsize,Brown,OPEN,Title I,Supplemental Virtual,,920-391-2470,920-391-2536,FALSE,www.gbaps.org
2702,Jefferson,0100,Sullivan Elementary,Public School,Elementary School,K4,05,618 Bakertown Rd,Sullivan,WI,53178,02,Rural - fringe,Jefferson,OPEN,,Supplemental Virtual,,920-675-1500,920-675-1520,FALSE,https://www.sdoj.org/schools/sullivan/
4060,Oconomowoc Area,0180,Summit Elementary,Public School,Elementary School,K4,04,1680 E Valley Rd,Oconomowoc,WI,53066,01,Rural - fringe,Waukesha,OPEN,,Supplemental Virtual,,262-560-8300,262-560-8318,FALSE,www.oasd.org
2849,La Crosse,0340,Summit Environmental School,Public School,Elementary School,K4,05,1800 Lakeshore Dr,La Crosse,WI,54603,04,Suburb - midsize,La Crosse,OPEN,Title I,Supplemental Virtual,,608-789-7980,608-789-7175,FALSE,www.lacrosseschools.org
6174,Waukesha,0480,Summit View Elementary,Public School,Elementary School,K4,05,2100 Summit Ave,Waukesha,WI,53188,01,City - small,Waukesha,OPEN,Magnet,Supplemental Virtual,,262-970-2605,262-970-2620,FALSE,www.waukesha.k12.wi.us
5656,Sun Prairie Area,0100,Sun Prairie East High,Public School,High School,09,12,888 Grove St,Sun Prairie,WI,53590,02,Rural - fringe,Dane,OPEN,,Supplemental Virtual,,608-834-6700,608-834-6792,FALSE,www.sunprairieschools.org
5656,Sun Prairie Area,0190,Sun Prairie Four Kids,Public School,Elementary School,K4,K4,501 S Bird St,Sun Prairie,WI,53590,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-834-6671,608-834-9311,FALSE,www.sunprairieschools.org
5656,Sun Prairie Area,0440,Sun Prairie West High,Public School,High School,09,12,2850 Ironwood Dr,Sun Prairie,WI,53590,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-834-6624,608-837-9311,FALSE,www.sunprairieschools.org
4613,Pulaski Community,0120,Sunnyside Elementary,Public School,Elementary School,K4,05,720 County Road C,Sobieski,WI,54171,07,Rural - fringe,Oconto,OPEN,,Supplemental Virtual,,920-822-6200,920-822-6205,FALSE,www.pulaskischools.org/sunnyside
2835,Kimberly Area,0060,Sunrise Elementary,Public School,Elementary School,KG,04,N9363 Exploration Dr,Appleton,WI,54915,06,Suburb - midsize,Calumet,OPEN,,,,920-954-1822,920-954-5945,FALSE,www.kimberly.k12.wi.us
5642,Sturgeon Bay,0050,Sunrise Elementary,Public School,Elementary School,03,05,390 S 14th Ave,Sturgeon Bay,WI,54235,07,Town - distant,Door,OPEN,,Supplemental Virtual,,920-746-2815,920-743-5823,FALSE,www.sturbay.k12.wi.us
3549,Middleton-Cross Plains Area,0150,Sunset Ridge Elementary,Public School,Elementary School,K4,04,8686 Airport Rd,Middleton,WI,53562,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-829-9300,608-827-1805,FALSE,www.mcpasd.k12.wi.us
5663,Superior,0130,Superior Community Preschool,Public School,Elementary School,K4,K4,3025 Tower Ave,Superior,WI,54880,12,Suburb - midsize,Douglas,OPEN,,Supplemental Virtual,,715-394-8700,715-394-8708,FALSE,www.superior.k12.wi.us
5663,Superior,0280,Superior High,Public School,High School,09,12,2600 Catlin Ave,Superior,WI,54880,12,Suburb - midsize,Douglas,OPEN,Title I,Supplemental Virtual,,715-394-8720,715-394-8760,FALSE,www.superior.k12.wi.us
5663,Superior,0060,Superior Middle,Public School,Middle School,06,08,3626 Hammond Ave,Superior,WI,54880,12,Rural - fringe,Douglas,OPEN,Title I,Supplemental Virtual,,715-394-8740,715-395-8483,FALSE,www.superior.k12.wi.us
5670,Suring Public,0060,Suring Elementary,Public School,Elementary School,K4,08,411 Algoma St,Suring,WI,54174,08,Rural - remote,Oconto,OPEN,Title I,Supplemental Virtual,,920-842-2181,920-842-4570,FALSE,www.suring.k12.wi.us
5670,Suring Public,0080,Suring High,Public School,High School,09,12,411 Algoma St,Suring,WI,54174,08,Rural - remote,Oconto,OPEN,Title I,Supplemental Virtual,,920-842-2182,920-842-4570,FALSE,www.suring.k12.wi.us
1414,De Pere,0100,Susie C Altmayer Elementary,Public School,Elementary School,K4,04,3001 Ryan Rd,De Pere,WI,54115,07,Suburb - midsize,Brown,OPEN,Title I,Supplemental Virtual,,920-338-1894,920-337-1033,FALSE,altmayer.deperek12.org
3510,Swallow,0020,Swallow Elementary,Public School,Elementary School,K4,08,W299N5614 County Road E,Hartland,WI,53029,01,Suburb - large,Waukesha,OPEN,,Supplemental Virtual,,262-367-2000,262-367-5014,FALSE,www.swallowschool.org
0714,Elmbrook,0190,Swanson Elementary,Public School,Elementary School,K4,05,305 N Calhoun Rd,Brookfield,WI,53005,01,Suburb - large,Waukesha,OPEN,Title I,Supplemental Virtual,,262-789-2540,262-789-3288,FALSE,www.elmbrookschools.org
6905,,0001,Syble Hopp School,CCDEB School,Combined Elementary/Secondary School,K4,12,755 Scheuring Rd,De Pere,WI,54115,07,Suburb - midsize,Brown,OPEN,Special Education,Supplemental Virtual,,920-336-5754,920-336-7262,FALSE,www.syblehopp.org
1694,Evansville Community,0100,Theodore Robinson Intermediate School,Public School,Elementary School,03,05,420 S 4th St,Evansville,WI,53536,02,Town - fringe,Rock,OPEN,,Supplemental Virtual,,608-882-3888,608-882-3889,FALSE,www.evansville.k12.wi.us
3892,Neenah Joint,0110,Taft Elementary,Public School,Elementary School,KG,04,133 S Western Ave,Neenah,WI,54956,06,City - small,Winnebago,OPEN,Title I,Supplemental Virtual,,920-751-6980,920-751-6912,FALSE,www.neenah.k12.wi.us/schools/taft
2695,Janesville,0430,TAGOS Leadership Academy-Tailoring,Public School,High School,07,12,1350 N Parker Dr,Janesville,WI,53545,02,City - small,Rock,CLOSED,,,,608-743-5131,608-743-5130,FALSE,www.janesville.k12.wi.us
4802,Rice Lake Area,0025,Tainter Elementary,Public School,Elementary School,K4,04,2201 Carrie Ave,Rice Lake,WI,54868,11,Town - remote,Barron,OPEN,,Supplemental Virtual,,715-234-8065,715-234-2081,FALSE,www.ricelake.k12.wi.us
2289,Green Bay Area Public,0640,Tank Elementary,Public School,Elementary School,K4,05,814 S Oakland Ave,Green Bay,WI,54304,07,City - midsize,Brown,CLOSED,,Supplemental Virtual,,920-448-2104,920-448-3557,FALSE,www.gbaps.org
7000,,7007,DOC: Taycheedah Correctional Institution,State Institution School,Combined Elementary/Secondary School,11,12,N7139 County Road K,Fond du Lac,WI,54935,,City - small,Fond du Lac,OPEN,Alternative,Supplemental Virtual,,920-929-3800,920-929-2946,FALSE,doc.wi.gov/families-visitors/find-facility/taycheedah-correctional-institution
3675,Monona Grove,0120,Taylor Prairie Elementary,Public School,Elementary School,K4,KG,900 N Parkview St,Cottage Grove,WI,53527,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-839-8515,608-839-8323,FALSE,www.mononagrove.org
2420,Hamilton,0130,Templeton Middle,Public School,Middle School,07,08,N59W22490 Silver Spring Dr,Sussex,WI,53089,01,Suburb - large,Waukesha,OPEN,Title I,,,262-246-6477,262-246-0465,FALSE,www.hamilton.k12.wi.us
8001,Seeds of Health Inc,8115,Tenor High,Independent Charter School,High School,09,12,918 Vel R Phillips Ave,Milwaukee,WI,53203,01,City - large,Milwaukee,OPEN,"Charter, Title I",,,414-431-4371,414-431-4376,TRUE,https://tenor.seedsofhealth.org/
0147,Appleton Area,0430,Tesla Engineering Charter School,Public School,High School,09,12,2121 Emmers Dr,Appleton,WI,54915,06,City - small,Outagamie,OPEN,Charter,Supplemental Virtual,,920-852-5400,920-852-5401,TRUE,www.aasd.k12.wi.us
8023,The Lincoln Academy Inc,8149,The Lincoln Academy,Independent Charter School,Combined Elementary/Secondary School,K4,12,608 Henry Ave,Beloit,WI,53511,02,City - small,Rock,OPEN,"Charter, Title I",Supplemental Virtual,,608-690-5100,608-690-5100,TRUE,http://www.thelincolnacademybeloit.com
0147,Appleton Area,0170,The Omolade Academy,Public School,Elementary School,KG,03,2224 N Ullman St,Appleton,WI,54911,06,,Outagamie,OPEN,Charter,,,920-852-5329,,TRUE,https://www.aasd.k12.wi.us/district/district_departments___contacts/standards___curriculum/appleton_charter_schools/the__m_lad__academy___k-3_
4620,Racine Unified,0800,The REAL School-Racine Educational,Public School,High School,06,12,10116 Stellar Ave,Sturtevant,WI,53177,01,Suburb - midsize,Racine,OPEN,,Supplemental Virtual,,262-664-8100,262-631-7097,FALSE,www.rusd.org
1862,Fond du Lac,0335,Theisen Middle,Public School,Middle School,06,08,525 E Pioneer Rd,Fond du Lac,WI,54935,06,City - small,Fond du Lac,OPEN,,Supplemental Virtual,,920-929-2850,920-929-2854,FALSE,www.fonddulac.k12.wi.us
3171,Lomira,0080,Theresa Elementary,Public School,Elementary School,K4,04,422 S Milwaukee St,Theresa,WI,53091,06,Rural - distant,Dodge,OPEN,Title I,,,920-488-2181,920-488-2722,FALSE,www.lomira.k12.wi.us
6685,Wisconsin Rapids,0220,THINK Academy-Together Helping INspire,Public School,Elementary School,K4,05,6950 Knowledge Ave,Rudolph,WI,54475,05,Rural - distant,Wood,OPEN,,Supplemental Virtual,,715-424-6784,715-424-6785,FALSE,www.wrps.org
6223,Wausau,0340,Thomas Jefferson Elementary,Public School,Elementary School,K4,05,500 W Randolph St,Wausau,WI,54401,09,City - small,Marathon,OPEN,,Supplemental Virtual,,715-261-0175,715-261-3100,FALSE,www.wausauschools.org
